"DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES"
"ECU;IPI;24;5433;10236098"
"ECU;IPI;100;280;5303368"
"ECU;IPI;175;5686;10712765"
"ECU;IPI;500;3000;5682180"
"ECU;IPI;3000;257591;484137133"
"ECU;IPI;4000;719455;1352201283"
"ECU;IPI;6000;725182;1362965065"
"ECU;IPI;200;400;757624"
"ECU;IPI;700;2410;45646846"
"ECU;IPI;217;7595;143853857"
"ECU;IPI;500;1250;2367575"
"ECU;IPI;100;1280;24243968"
"ECU;IPI;100;320;6060992"
"ECU;IPI;500;2750;5169670"
"ECU;IPI;60;210;3977526"
"ECU;IPI;66;90535;170573372"
"ECU;IPI;1246;202973;381564883"
"ECU;IPI;3634;638804;1207436778"
"ECU;IPI;3449;160822;302491708"
"ECU;IPI;1728;410271;772671294"
"ECU;IPI;1616;84096;158396473"
"ECU;IPI;40;336;6364042"
"ECU;IPI;880;45408;857328015"
"ECU;IPI;32621;6325;119799295"
"ECU;IPI;150;3975;74766173"
"ECU;IPI;20;5975;11257259"
"ECU;IPI;44;66;12500796"
"ECU;IPI;1000;18360;347696172"
"ECU;IPI;200;220;4166932"
"ECU;IPI;12;87528;164542137"
"ECU;IPI;5;90;1695654"
"ECU;IPI;2312;30361;571894977"
"ECU;IPI;192;36252;68399549"
"ECU;IPI;800;86465;163414527"
"ECU;IPI;40;240595;452188679"
"ECU;IPI;400;520;9811256"
"ECU;IPI;1440;26155;492516628"
"ECU;IPI;1792041;6362708;1198298225"
"ECU;IPI;10;192;36226176"
"ECU;IPI;170;168525;3179696"
"ECU;IPI;27700;4432;836220896"
"ECU;IPI;1085;192629;362924594"
"ECU;IPI;35;5433;1028885241"
"ECU;IPI;37920;64443;121299423"
"ECU;IPI;284;250428;472502542"
"ECU;IPI;95;1980;37304388"
"ECU;IPI;9800;2642041;4969441337"
"ECU;IPI;1407;21744;41026144"
"ECU;IPI;1000;19000;35987140"
"ECU;IPI;34;54;10163394"
"ECU;IPI;388695;188864;356943517"
"ECU;IPI;10;1263;23830031"
"ECU;IPI;6;18798;3560454"
"ECU;IPI;36;23004;43403487"
"ECU;IPI;208;211659;39811153"
"ECU;IPI;1;13943;26225528"
"ECU;IPI;320;300;564891"
"ECU;IPI;154;6149;116018102"
"ECU;IPI;1;2138;403006586"
"ECU;IPI;1500;9150;172494885"
"ECU;IPI;1000;6000;11311140"
"ECU;IPI;1;3350;6310395"
"ECU;IPI;4;48116;90784306"
"ECU;IPI;133;849682;1603163004"
"ECU;IPI;93;131439;247996476"
"ECU;IPI;50;1424;26867747"
"ECU;IPI;24;138;26037564"
"ECU;IPI;114;27578;52033619"
"ECU;IPI;151;73553;138778329"
"ECU;IPI;152;120924;228156985"
"ECU;IPI;727;308113;581341446"
"ECU;IPI;300;76744;145042323"
"ECU;IPI;6;2610;49149954"
"ECU;IPI;96;23637;44523835"
"ECU;IPI;400;44204;8354335"
"ECU;IPI;1463;16159;305397021"
"ECU;IPI;200;4093;77355654"
"ECU;IPI;11;187742;354227851"
"ECU;IPI;30;2466;46527995"
"ECU;IPI;75362;1461486;2752339093"
"ECU;IPI;110;129206;2434318564"
"ECU;IPI;30;15753;296795972"
"ECU;IPI;198;108504;204358604"
"ECU;IPI;190;13832;260365269"
"ECU;IPI;6050;1207261;2272198001"
"ECU;IPI;367792;758571;1426022451"
"ECU;IPI;82051;1892654;3577021427"
"ECU;IPI;53;7716;14502068"
"ECU;IPI;3158;2274506;4284373227"
"ECU;IPI;428;66312;1249085988"
"ECU;IPI;600;1788;337032636"
"ECU;IPI;60;258;48585012"
"ECU;IPI;10;1246;23486726"
"ECU;IPI;2800;36547;6888999859"
"ECU;IPI;133812;241156;454571825"
"ECU;IPI;2660;6916;1303645252"
"ECU;IPI;362;378652;71374766"
"ECU;IPI;1750;50575;953323578"
"ECU;IPI;1260;72198;1360910641"
"ECU;IPI;2043;25129;47367411"
"ECU;IPI;766;434659;819319175"
"ECU;IPI;635;67691;127595504"
"ECU;IPI;143628;100207;1888871888"
"ECU;IPI;2200;6116;1152847652"
"ECU;IPI;225;25425;479253623"
"ECU;IPI;20412;7185;135435095"
"ECU;IPI;4764;273882;516259354"
"ECU;IPI;612;206005;387724071"
"ECU;IPI;47;22429;42318589"
"ECU;IPI;37;555;1045298"
"ECU;IPI;36;36;6767568"
"ECU;IPI;9673;164204;309816823"
"ECU;IPI;196;105521;199094913"
"ECU;IPI;23;6923;13062178"
"ECU;IPI;13;44;830183"
"ECU;IPI;25;93505;17625066"
"ECU;IPI;27;1432;2699669"
"ECU;IPI;18;22658;42689031"
"ECU;IPI;121;151603;285853301"
"ECU;IPI;14;672;12679162"
"ECU;IPI;10;81;1526089"
"ECU;IPI;2;300;565218"
"ECU;IPI;50;964;18188559"
"ECU;IPI;3238;50639;95413021"
"ECU;IPI;6;7686;14480885"
"ECU;IPI;20;854;16113101"
"ECU;IPI;12;562;1058842"
"ECU;IPI;19;4542;8557401"
"ECU;IPI;41;2268;4273048"
"ECU;IPI;1324;25528;48079946"
"ECU;IPI;6105;142345;267534581"
"ECU;IPI;109392;191436;3618044682"
"ECU;IPI;20;3852;72412978"
"ECU;IPI;801;111216;2090727341"
"ECU;IPI;4750;125423;2362241867"
"ECU;IPI;800;2000;3764680"
"ECU;IPI;12000;914;172024854"
"ECU;IPI;76350;565985;1065246028"
"ECU;IPI;103;3372;635023398"
"ECU;IPI;156;65154;1227350338"
"ECU;IPI;3000;6360;119716824"
"ECU;IPI;1500;3585;67481889"
"ECU;IPI;20;33933;63776395"
"ECU;IPI;448;65736;1237375022"
"ECU;IPI;5480;3993609;754338015"
"ECU;IPI;25;785;147930989"
"ECU;IPI;420;3990;74990454"
"ECU;IPI;43;350;6587385"
"ECU;IPI;109;2608;49087554"
"ECU;IPI;88;381653;719488419"
"ECU;IPI;95;39384;74516118"
"ECU;IPI;51;1176;221363184"
"ECU;IPI;48;812;152827332"
"ECU;IPI;63;23736;446792222"
"ECU;IPI;50;921;173342331"
"ECU;IPI;320;5440;102492864"
"ECU;IPI;6330;106977;2010589924"
"ECU;IPI;1200;870;16363917"
"ECU;IPI;63751;567228;107220821"
"ECU;IPI;4;245744;462839164"
"ECU;IPI;2000;4400;8396476"
"ECU;IPI;7025;6002;1129642422"
"ECU;IPI;90;882;166022388"
"ECU;IPI;30;576;10842278"
"ECU;IPI;18;81608;1545704485"
"ECU;IPI;1080;79272;1500396999"
"ECU;IPI;1080;14472;273914439"
"ECU;IPI;65;13550;256088225"
"ECU;IPI;4;327802;617388842"
"ECU;IPI;335;5015;94275982"
"ECU;IPI;60;46326;872012828"
"ECU;IPI;240;3984;75169315"
"ECU;IPI;1748;797952;15074470611"
"ECU;IPI;1000;21680;408850112"
"ECU;IPI;25;151;28386188"
"ECU;IPI;25;2345;44083186"
"ECU;IPI;50;3775;71316168"
"ECU;IPI;35;21555;40721059"
"ECU;IPI;90;7856;148413195"
"ECU;IPI;60;3852;72412978"
"ECU;IPI;60;405;7613514"
"ECU;IPI;3;11513;21638453"
"ECU;IPI;6830;39029;734568712"
"ECU;IPI;12358;805678;1526002473"
"ECU;IPI;200;1272;239251752"
"ECU;IPI;3;2929;5504997"
"ECU;IPI;3;743;14011791"
"ECU;IPI;500;195;3679221"
"ECU;IPI;154;8078;15214267"
"ECU;IPI;408;878;16505346"
"ECU;IPI;39378;4537;854380618"
"ECU;IPI;226;26;4896164"
"ECU;IPI;2037;169;31787379"
"ECU;IPI;610;10617;20010195"
"ECU;IPI;22;27423;51649027"
"ECU;IPI;9526;63578;119957699"
"ECU;IPI;2;46358;874237707"
"ECU;IPI;6;201459;379919441"
"ECU;IPI;10;2350;4425379"
"ECU;IPI;600;865;16320647"
"ECU;IPI;500;1225;230411475"
"ECU;IPI;2572;198;37358244"
"ECU;IPI;600;900;1692819"
"ECU;IPI;100;187;35173017"
"ECU;IPI;2;393377;742042266"
"ECU;IPI;3;23276;43913262"
"ECU;IPI;182;11601;218204369"
"ECU;IPI;1;996;1878297"
"ECU;IPI;60;36192;681879"
"ECU;IPI;216;7446;140260302"
"ECU;IPI;10;15788;29745539"
"ECU;IPI;343;213865;405011121"
"ECU;IPI;2500;20475;385687575"
"ECU;IPI;3990;37612;708497244"
"ECU;IPI;800;535;10077795"
"ECU;IPI;3404;216;40675824"
"ECU;IPI;9456;600;1129884"
"ECU;IPI;100;11;2071454"
"ECU;IPI;2900;163;30695182"
"ECU;IPI;3000;360;6779304"
"ECU;IPI;120;3876;72990506"
"ECU;IPI;8;8;1507248"
"ECU;IPI;546;2991;56215247"
"ECU;IPI;33507;847729;1593289701"
"ECU;IPI;16446;16748;315254303"
"ECU;IPI;1540000;13475;25325993"
"ECU;IPI;34500;1627675;307495478"
"ECU;IPI;1456;2184;411103056"
"ECU;IPI;5625;4574;862583216"
"ECU;IPI;3938;43815;823669422"
"ECU;IPI;421025;37950;71325507"
"ECU;IPI;1;1470;27701121"
"ECU;IPI;1;2010;37924278"
"ECU;IPI;1350;2432;457794104"
"ECU;IPI;150;120;2258532"
"ECU;IPI;75;3990;75245016"
"ECU;IPI;1500;2660;50187676"
"ECU;IPI;150;267;50252337"
"ECU;IPI;200;364;68765788"
"ECU;IPI;12050;19071;3608154903"
"ECU;IPI;50;90;1700253"
"ECU;IPI;12;1268367;2390148826"
"ECU;IPI;15;134633;253706464"
"ECU;IPI;385;188649;355426035"
"ECU;IPI;27576;327166;6165214253"
"ECU;IPI;1381;865508;163098924"
"ECU;IPI;60;32964;62118351"
"ECU;IPI;6804;19336;3662354416"
"ECU;IPI;6690;27371;5184231626"
"ECU;IPI;960;2612;494728472"
"ECU;IPI;233304;113115;2142465969"
"ECU;IPI;816;5900;11174954"
"ECU;IPI;335;2200;4141148"
"ECU;IPI;864;123965;233603365"
"ECU;IPI;144;7333;13818525"
"ECU;IPI;53;19066;35928542"
"ECU;IPI;558;418104;787887721"
"ECU;IPI;200;5680;106916912"
"ECU;IPI;334047;2131771;4035795001"
"ECU;IPI;566892;3066355;5798876649"
"ECU;IPI;679236;3477553;6577790979"
"ECU;IPI;1024829;321458;6085848783"
"ECU;IPI;52068;1603509;30315703343"
"ECU;IPI;1012932;3239176;6108567668"
"ECU;IPI;823601;8162;1539222607"
"ECU;IPI;1500;3500319;65935509"
"ECU;IPI;134775;3904156;7348051049"
"ECU;IPI;15000;14400;27064512"
"ECU;IPI;5000;10200;19199868"
"ECU;IPI;1568394;7517364;14128584943"
"ECU;IPI;1365100;27215209;5130484366"
"ECU;IPI;608026;3556952;6694574929"
"ECU;IPI;1610;17993015;33864833462"
"ECU;IPI;14000;211176;398442653"
"ECU;IPI;241650;5748366;10832864739"
"ECU;IPI;2604729;12661313;23840708954"
"ECU;IPI;63021;614867;1157871594"
"ECU;IPI;1218064;2792136;5267344918"
"ECU;IPI;13836;32284;608068124"
"ECU;IPI;3285;108405;204202499"
"ECU;IPI;23919;419075;789409954"
"ECU;IPI;73388;192972;366345436"
"ECU;IPI;708414;2243042;4227432703"
"ECU;IPI;1110465;9092827;17158792082"
"ECU;IPI;293859;252836;4776080707"
"ECU;IPI;6231078;26998461;50950386226"
"ECU;IPI;96225;157167;296025432"
"ECU;IPI;216;49781;93726279"
"ECU;IPI;74240;3244288;6106853074"
"ECU;IPI;14400;167904;3171991997"
"ECU;IPI;26497;407882;768474161"
"ECU;IPI;15834;839202;1601440785"
"ECU;IPI;7745;8667887;16420916368"
"ECU;IPI;941;21879;4122134874"
"ECU;IPI;42;16576;3121957"
"ECU;IPI;137733;3917672;73764404528"
"ECU;IPI;299;28792;542744715"
"ECU;IPI;25815;249432;4699448539"
"ECU;IPI;22;318940;6006677156"
"ECU;IPI;941;1021568;192533146"
"ECU;IPI;728;47684;897575006"
"ECU;IPI;3100;10850;20423389"
"ECU;IPI;52060;11803086;22229042064"
"ECU;IPI;3780;88294;1662699632"
"ECU;IPI;133704;2661291;501876902"
"ECU;IPI;2640;527643;995050276"
"ECU;IPI;120517;75087;141602068"
"ECU;IPI;1540000;36960;69722688"
"ECU;IPI;17000;3995;75101206"
"ECU;IPI;57000;8695;163455566"
"ECU;IPI;22310;932825;1754559871"
"ECU;IPI;150;4262;804145636"
"ECU;IPI;20001;442884;834823053"
"ECU;IPI;60;6726;126590719"
"ECU;IPI;11671;53054;997351535"
"ECU;IPI;389;75;140991"
"ECU;IPI;10755;30031;56454676"
"ECU;IPI;1200505;4157403;7831300031"
"ECU;IPI;65715;212011;398555239"
"ECU;IPI;2048;23436;44056868"
"ECU;IPI;330;40058;75304233"
"ECU;IPI;100;2376;44718934"
"ECU;IPI;1600;55975;1060037758"
"ECU;IPI;186393;645485;1215900095"
"ECU;IPI;250;240;4510752"
"ECU;IPI;18230;72080;1354714768"
"ECU;IPI;5577;3831167;7218662804"
"ECU;IPI;318;369834;698679298"
"ECU;IPI;152496;1322592;2498223444"
"ECU;IPI;40647;409316;771548381"
"ECU;IPI;4440;109704;2066439396"
"ECU;IPI;12992;29680;559459096"
"ECU;IPI;22259;98424;186420961"
"ECU;IPI;450;3015;56886417"
"ECU;IPI;30000;9570;180391629"
"ECU;IPI;22743;517186;972247618"
"ECU;IPI;3556;79375;149215475"
"ECU;IPI;246345;738735;1392203582"
"ECU;IPI;19512;585919;1103367505"
"ECU;IPI;3073;1004871;1892594139"
"ECU;IPI;1500;795;149627745"
"ECU;IPI;6435;38445;724676717"
"ECU;IPI;94012;154183;291277898"
"ECU;IPI;32964;7736;1455071976"
"ECU;IPI;2961;438657;826175367"
"ECU;IPI;330;13167;247847708"
"ECU;IPI;5;28365;53586307"
"ECU;IPI;15121;50545;952758087"
"ECU;IPI;7231;703;132513391"
"ECU;IPI;205;156;2938572"
"ECU;IPI;7295;989115;1860436295"
"ECU;IPI;3034;295;55606615"
"ECU;IPI;4653;1494494;2813833375"
"ECU;IPI;75787;15737919;29612982475"
"ECU;IPI;120;17916;339287833"
"ECU;IPI;10032;6721;1268104838"
"ECU;IPI;59;50013;94233577"
"ECU;IPI;1686;4056;76454383"
"ECU;IPI;20000;36831;69433433"
"ECU;IPI;35;5567;10471026"
"ECU;IPI;11100;2757;518172636"
"ECU;IPI;177;14220;268326094"
"ECU;IPI;70;19806;3727488788"
"ECU;IPI;42;13814;2600069281"
"ECU;IPI;17;3626;682226174"
"ECU;IPI;67;22328;4205204911"
"ECU;IPI;1;28200;53156154"
"ECU;IPI;1;20211;3856844919"
"ECU;IPI;7221;2265568;4280043099"
"ECU;IPI;1500;14313;2703969021"
"ECU;IPI;3;2441;458878708"
"ECU;IPI;1;26000;48961640"
"ECU;IPI;1500;1104;208564368"
"ECU;IPI;32;5718;1077129906"
"ECU;IPI;95;23620;444518742"
"ECU;IPI;15;1062;200207178"
"ECU;IPI;1;39085;736384851"
"ECU;IPI;50;60;1130982"
"ECU;IPI;4800;9643368;18184312164"
"ECU;IPI;56;17376;32682692"
"ECU;IPI;272;249069;469707707"
"ECU;IPI;3284;5854162;11022946182"
"ECU;IPI;734;137423;260287407"
"ECU;IPI;2880;441306;831266047"
"ECU;IPI;280;183134;345202096"
"ECU;IPI;71;64266;121139482"
"ECU;IPI;1853;204363;3862358519"
"ECU;IPI;640;38048;719088176"
"ECU;IPI;240;300144;567257153"
"ECU;IPI;6400;41664;7854455616"
"ECU;IPI;67403;405473;763994665"
"ECU;IPI;154737;739886;1394263375"
"ECU;IPI;4303;26052;490931704"
"ECU;IPI;300;2769;521798667"
"ECU;IPI;250;2783;52322309"
"ECU;IPI;1550;267375;5051168288"
"ECU;IPI;600;4800;9071760"
"ECU;IPI;5500;32830;617972222"
"ECU;IPI;500;14462;273877017"
"ECU;IPI;100;170;3219902"
"ECU;IPI;3024;14040;264771936"
"ECU;IPI;276;18768;35547718"
"ECU;IPI;540;8100;15255702"
"ECU;IPI;4400;18040;34094698"
"ECU;IPI;100;300;568218"
"ECU;IPI;2474;93121;175385954"
"ECU;IPI;22;1056;20151542"
"ECU;IPI;540;34614;652023918"
"ECU;IPI;7;655;124993"
"ECU;IPI;3000;18000;33962040"
"ECU;IPI;25;5055;95257937"
"ECU;IPI;28899;4420413;8356693912"
"ECU;IPI;2623;589265;1115636045"
"ECU;IPI;32463;213053;401404635"
"ECU;IPI;255;21675;410537505"
"ECU;IPI;378896;239246;450824349"
"ECU;IPI;3000;12000;22728720"
"ECU;IPI;1248;1850992;3478902444"
"ECU;IPI;594;29106;547041449"
"ECU;IPI;6;190;3571012"
"ECU;IPI;2340;20196;3801573864"
"ECU;IPI;208;1080;20302704"
"ECU;IPI;513;798;1499825"
"ECU;IPI;21100;21658;4070577784"
"ECU;IPI;6513;1316;247715944"
"ECU;IPI;3478;9306;17517056"
"ECU;IPI;43879;71939;135602857"
"ECU;IPI;3883;100548;189268505"
"ECU;IPI;501675;1083618;2043530169"
"ECU;IPI;38439;67675;127389333"
"ECU;IPI;2886;27561;51926578"
"ECU;IPI;8633;86342;1629083588"
"ECU;IPI;218205;360038;677335462"
"ECU;IPI;356328;566589;1067254551"
"ECU;IPI;3016;48672;9174526"
"ECU;IPI;406;9703;182364"
"ECU;IPI;654639;799598;150656582"
"ECU;IPI;4515;46956;88387157"
"ECU;IPI;29;8613;16311041"
"ECU;IPI;3905;1002314;1888629364"
"ECU;IPI;24035;66256;124726812"
"ECU;IPI;22491;25398;47874468"
"ECU;IPI;89600;71504;13473869536"
"ECU;IPI;12677;30805;57896765"
"ECU;IPI;1714;39183;73823123"
"ECU;IPI;432;1224;230941872"
"ECU;IPI;83;55338;104164931"
"ECU;IPI;672;475285;896758232"
"ECU;IPI;254;1480995;2784092881"
"ECU;IPI;373;5805;10910381"
"ECU;IPI;542;8434;15851534"
"ECU;IPI;6205;404675;760578569"
"ECU;IPI;44;171853;322994276"
"ECU;IPI;26;19003;35715758"
"ECU;IPI;16;11466;215501177"
"ECU;IPI;48;31701;59581395"
"ECU;IPI;148;63886;120072459"
"ECU;IPI;2;6377;11985444"
"ECU;IPI;18;385157;723894878"
"ECU;IPI;46;47114;88549821"
"ECU;IPI;9;1803;33887024"
"ECU;IPI;10;16666;31323414"
"ECU;IPI;77;67648;127143063"
"ECU;IPI;1;31239;59040148"
"ECU;IPI;500;10400;19584656"
"ECU;IPI;1;16000;30094560"
"ECU;IPI;50;32954;61936384"
"ECU;IPI;3;128618;241734959"
"ECU;IPI;4;1163;2185835"
"ECU;IPI;43;53581;100704418"
"ECU;IPI;11;34086;64063955"
"ECU;IPI;126;55562;104427668"
"ECU;IPI;33;41219;77470286"
"ECU;IPI;305;10634;199863903"
"ECU;IPI;12;5256;9893579"
"ECU;IPI;22;17475;32843913"
"ECU;IPI;3;19284;36430754"
"ECU;IPI;2;784;1473512"
"ECU;IPI;22;115306;217045096"
"ECU;IPI;127;699015;1315783895"
"ECU;IPI;10;7428;13960777"
"ECU;IPI;4;35338;66417064"
"ECU;IPI;86;35441;66610651"
"ECU;IPI;33;139728;262615981"
"ECU;IPI;1;18954;35623664"
"ECU;IPI;2;3338;6273704"
"ECU;IPI;7;32008;60158396"
"ECU;IPI;204;149549;281074355"
"ECU;IPI;160;17934;33706594"
"ECU;IPI;4;4092;7690832"
"ECU;IPI;69;147066;276407606"
"ECU;IPI;194;142931;268635956"
"ECU;IPI;10;6985;13128168"
"ECU;IPI;8;17742;33345734"
"ECU;IPI;120;122807;232603826"
"ECU;IPI;4;35976;67719064"
"ECU;IPI;2;932;1754341"
"ECU;IPI;1;14688;2764781"
"ECU;IPI;43;59125;1112933525"
"ECU;IPI;2;1312;246963"
"ECU;IPI;1431;4293;80867241"
"ECU;IPI;7448;2128;40085136"
"ECU;IPI;4515;1290;2429973"
"ECU;IPI;19200;4696;889314392"
"ECU;IPI;150;43206;8165718"
"ECU;IPI;1;4126;77721462"
"ECU;IPI;2670;172812;3257454356"
"ECU;IPI;278925;1530255;2897951011"
"ECU;IPI;150;8438;158831849"
"ECU;IPI;806819;4426416;8382613828"
"ECU;IPI;2040;41547;7820558"
"ECU;IPI;40;376;712167"
"ECU;IPI;44;12216;22994666"
"ECU;IPI;1;1773934;3339146926"
"ECU;IPI;4;2000;3759760"
"ECU;IPI;1;294682;553966798"
"ECU;IPI;1;116928;219810609"
"ECU;IPI;1;312162;586827101"
"ECU;IPI;4;332825;625671061"
"ECU;IPI;31;7593685;14275216558"
"ECU;IPI;1;266061;500162753"
"ECU;IPI;5820;12735;240161724"
"ECU;IPI;2010;10050;18917517"
"ECU;IPI;180;1233;232524072"
"ECU;IPI;3098;86558;1632345387"
"ECU;IPI;3;489;9211049"
"ECU;IPI;192;227904;429294788"
"ECU;IPI;104;316264;602024824"
"ECU;IPI;156;539914;1017318514"
"ECU;IPI;7;7147;13460803"
"ECU;IPI;77;102182;192475124"
"ECU;IPI;223;462882;883242568"
"ECU;IPI;360;513699;967628252"
"ECU;IPI;350;622323;1178532701"
"ECU;IPI;44;1352;25466948"
"ECU;IPI;105;83347;156996577"
"ECU;IPI;1050;123105;2321563332"
"ECU;IPI;540;1377;259680168"
"ECU;IPI;1080;73026;1376518192"
"ECU;IPI;180;3242;61405425"
"ECU;IPI;470;236742;445628936"
"ECU;IPI;111;75393;14191526"
"ECU;IPI;44;13208;24952157"
"ECU;IPI;326;354597;672707093"
"ECU;IPI;42;6636;12663412"
"ECU;IPI;65;128588;242214786"
"ECU;IPI;274;18137;341974408"
"ECU;IPI;82;1934;3652154"
"ECU;IPI;81;9316;17548083"
"ECU;IPI;266;1069301;2012788044"
"ECU;IPI;41917;945788;1784493883"
"ECU;IPI;600;687;130121922"
"ECU;IPI;70;103225;194444933"
"ECU;IPI;1;7000;13194790"
"ECU;IPI;10;4520;85282456"
"ECU;IPI;10;71808;13600866"
"ECU;IPI;410;8104;153494622"
"ECU;IPI;57;81213;153822295"
"ECU;IPI;200;546;102931374"
"ECU;IPI;2000;840;15835596"
"ECU;IPI;6242;5533;1039905218"
"ECU;IPI;50;3125;58823125"
"ECU;IPI;120;2736;51500822"
"ECU;IPI;70;2408;45326747"
"ECU;IPI;170;1398;263151132"
"ECU;IPI;1350;1323239;2492519142"
"ECU;IPI;170;2159;40639721"
"ECU;IPI;215;185803;351013454"
"ECU;IPI;60;112358;211643147"
"ECU;IPI;8;10168;1940349272"
"ECU;IPI;5;2650;4988201"
"ECU;IPI;60;2321;43719517"
"ECU;IPI;400;176;3326312"
"ECU;IPI;50;625;119268125"
"ECU;IPI;94;254532;482025066"
"ECU;IPI;1;51987;9825283065"
"ECU;IPI;154;5355;100667574"
"ECU;IPI;505;5590;106673411"
"ECU;IPI;20;1340;25571086"
"ECU;IPI;3500;19560;368396952"
"ECU;IPI;117;134812;253907617"
"ECU;IPI;162;1952;367588928"
"ECU;IPI;34000;20780;390551788"
"ECU;IPI;4988376;7216027;1359542783"
"ECU;IPI;4247937;1078358;2027183637"
"ECU;IPI;1;144401;272060148"
"ECU;IPI;21370;1228775;2314299411"
"ECU;IPI;110;508605;960841308"
"ECU;IPI;153;82125;1551480863"
"ECU;IPI;127;630874;1191828235"
"ECU;IPI;95988;36684;6894684432"
"ECU;IPI;756;2016;381784032"
"ECU;IPI;53931;1065;201342705"
"ECU;IPI;119220;2558615;4837582011"
"ECU;IPI;744;630;119222096"
"ECU;IPI;11300;577;109270529"
"ECU;IPI;1700;240;4545048"
"ECU;IPI;7746;38655448;72938256348"
"ECU;IPI;20322;248472;470548819"
"ECU;IPI;1280;575488;10816181862"
"ECU;IPI;1110;280146;530375985"
"ECU;IPI;45;846;15988977"
"ECU;IPI;280;1526;2889893"
"ECU;IPI;410;132306;2495457062"
"ECU;IPI;10200;195075;3674081565"
"ECU;IPI;180;40079;75912031"
"ECU;IPI;216;134593;254927218"
"ECU;IPI;156;89097;168755064"
"ECU;IPI;1080;651619;1232377026"
"ECU;IPI;5532;197906;3743382535"
"ECU;IPI;240;23963;4538736"
"ECU;IPI;18240;1246079;2358505715"
"ECU;IPI;4848;959246;180763194"
"ECU;IPI;100;1059;200580954"
"ECU;IPI;1422;429306;813131322"
"ECU;IPI;2652;627272;1186747766"
"ECU;IPI;1080;235421;445901499"
"ECU;IPI;468;53532;1011230642"
"ECU;IPI;120;326346;614976193"
"ECU;IPI;696;118956;225309801"
"ECU;IPI;16923;8808;1658669712"
"ECU;IPI;3189063;13143135;24798094643"
"ECU;IPI;3186;283554;5336798189"
"ECU;IPI;4825;364347;6853039158"
"ECU;IPI;2804;2340308;4403811521"
"ECU;IPI;5240;4954534;9323541538"
"ECU;IPI;9818;8006508;15064607196"
"ECU;IPI;20;13445;253188173"
"ECU;IPI;225;1080;20329272"
"ECU;IPI;14;18589;34990818"
"ECU;IPI;96;1200;2258808"
"ECU;IPI;50;6154;115839204"
"ECU;IPI;97;120644;227093027"
"ECU;IPI;161;200833;378035989"
"ECU;IPI;235;17644;3323106248"
"ECU;IPI;215805;2092877;3948798466"
"ECU;IPI;4747055;1432619;27003469897"
"ECU;IPI;33784;289567;547267152"
"ECU;IPI;433;552075;1042963528"
"ECU;IPI;1036696;144188606;2720384929"
"ECU;IPI;228078;67467;1269958328"
"ECU;IPI;1200463;665357;12550749109"
"ECU;IPI;4918;185663;348946182"
"ECU;IPI;15055;560304;1057170381"
"ECU;IPI;543;116722;2194233534"
"ECU;IPI;55986;83979;1578704425"
"ECU;IPI;287500;534175;10061625804"
"ECU;IPI;127120;25690952;48473174414"
"ECU;IPI;14490;241136;4538044073"
"ECU;IPI;456239;1229411;2312879433"
"ECU;IPI;62576;6791828;12797221609"
"ECU;IPI;121308;13431099;25292342361"
"ECU;IPI;3024;175392;331482111"
"ECU;IPI;2016;290304;548660045"
"ECU;IPI;4400;4280045;8075503305"
"ECU;IPI;5988;864;16329168"
"ECU;IPI;1817;944;177941168"
"ECU;IPI;14686;13664;258242768"
"ECU;IPI;2046;41472;78380007"
"ECU;IPI;1296;5184;97975008"
"ECU;IPI;576;2304;43544448"
"ECU;IPI;32379;842694;1595868616"
"ECU;IPI;305637;6499537;12301468637"
"ECU;IPI;633;173087;327786968"
"ECU;IPI;10118;292733;550185819"
"ECU;IPI;3803;10982;207405365"
"ECU;IPI;13942;32207;609916301"
"ECU;IPI;1293085;16571765;31292436625"
"ECU;IPI;3139;66812;126526561"
"ECU;IPI;295332;3738349;7079573185"
"ECU;IPI;21144;289368;546251986"
"ECU;IPI;1295;239696;453929094"
"ECU;IPI;159772;267092;504974186"
"ECU;IPI;8784;155691;294842945"
"ECU;IPI;630382;1491007;2807492264"
"ECU;IPI;21333;558105;1055530145"
"ECU;IPI;2672639;18318717;34534670664"
"ECU;IPI;22779;23802978;44937160083"
"ECU;IPI;944;804899;1515468386"
"ECU;IPI;58;21677;40741488"
"ECU;IPI;82;51125;96088415"
"ECU;IPI;545;326463;618245835"
"ECU;IPI;917;592065;1119874112"
"ECU;IPI;5456;4407753;8310347003"
"ECU;IPI;3197;12823947;24161635099"
"ECU;IPI;24;11918;2244659956"
"ECU;IPI;10;294;55372548"
"ECU;IPI;165;614511;11583348"
"ECU;IPI;1152;3492404;6570512645"
"ECU;IPI;22505;4007616;7574193858"
"ECU;IPI;360;1152;21772224"
"ECU;IPI;6486;2658996;5025369491"
"ECU;IPI;7120;603712;1140985494"
"ECU;IPI;7465392;428883;8082185767"
"ECU;IPI;22396176;12470598;23475831456"
"ECU;IPI;34000;4794;901214472"
"ECU;IPI;8355;7596;142951196"
"ECU;IPI;3006;2505;47195703"
"ECU;IPI;6237;567;106566516"
"ECU;IPI;654;5952;11273445"
"ECU;IPI;651256;5679647;10695585424"
"ECU;IPI;3524;205683;392502812"
"ECU;IPI;8367;543012;10264769206"
"ECU;IPI;1463;27525;518230485"
"ECU;IPI;235;645;121580565"
"ECU;IPI;24078;168592;317568321"
"ECU;IPI;1435;67765;127511799"
