"DESTINO;ORIGEN;CANTIDAD;FOBDOL;FOBPES"
"PRI;BOG;816;85952;161903485"
"PRI;BOG;226911;453821;855688572"
"PRI;BOG;75;915;17235398"
"PRI;BOG;145974;223075;420340317"
"PRI;BOG;208;44752;845441358"
"PRI;BOG;30;11778;221362799"
"PRI;BOG;50;19552;367472019"
"PRI;BOG;14;175;3289055"
"PRI;BOG;24;300;563838"
"PRI;BOG;343;11946;22539474"
"PRI;BOG;3029;178711;336139307"
"PRI;BOG;6000;1680;31581984"
"PRI;BOG;64;1152;216937728"
"GBR;BOG;14;77;14514269"
"GBR;BOG;40;20956;394901151"
"GBR;BOG;301;47133;888188392"
"GBR;BOG;1145;10005464;18854596526"
"GBR;BOG;949;5890298;1109985426"
"GBR;BOG;163;71887;1354660194"
"GBR;BOG;1;7427;13995662"
"GBR;BOG;137;639073;1204051876"
"GBR;BOG;14;16912;31863223"
"GBR;BOG;340;34;639509"
"GBR;BOG;1;500;941170"
"GBR;BOG;233;500;942030"
"GBR;BOG;300;1812;34132644"
"GBR;BOG;20;33695;634254463"
"GBR;BOG;36;10080;189739872"
"GBR;BOG;60;11785;221833769"
"GBR;BOG;51;2996;563949064"
"DOM;BOG;1;18300;34494951"
"DOM;BOG;6012;2440;4596228"
"DOM;BOG;4056;96128;18111092"
"DOM;BOG;60;1008;189451584"
"DOM;BOG;1;10900;20517506"
"DOM;BOG;250;19875;375627563"
"DOM;BOG;250;6500;12284675"
"DOM;BOG;375;5775;1091446125"
"DOM;BOG;4;19553;3684626"
"DOM;BOG;2;86467;162941009"
"DOM;BOG;71;2032;3830259"
"DOM;BOG;71;11672;220013698"
"REU;BOG;190;8303;156554726"
"ROU;BOG;43;2969;56234641"
"ROU;BOG;43;13797;26132346"
"ROU;BOG;86;14875;28174143"
"ROU;BOG;90;146529;276467987"
"RUS;BOG;1;175263;33013415"
"ZAF;BOG;3250;51925;990879583"
"ZAF;BOG;160;98112;1846801421"
"ZAF;BOG;40;944;17781656"
"CHE;BOG;217627;35464028;66803687591"
"CHE;BOG;825;61639;116025555"
"TTO;BOG;86;20;377356"
"TTO;BOG;129;30;566034"
"TTO;BOG;1079;18;3396204"
"TTO;BOG;1;2;376628"
"TTO;BOG;100;29250;54986490"
"TUN;BOG;2;86996;163870015"
"UGA;BOG;4;113099;21272904"
"UGA;BOG;741;8310;156184788"
"UGA;BOG;1;4800;9021504"
"UGA;BOG;1;4919;92451621"
"UGA;BOG;6;480;9021504"
"URY;BOG;60;2088;398450952"
"URY;BOG;3;540;10151352"
"VEN;BOG;8324;1584;297706464"
"VEN;BOG;2;14312;26898832"
"VEN;BOG;150;75;1409595"
"VEN;BOG;329;15;281919"
"VEN;BOG;33;125;234933"
"VEN;BOG;1;29954;564228521"
"VEN;BOG;1377;26600;50251922"
"VEN;BOG;1683;33200;62720444"
"VEN;BOG;2;15935915;30105652541"
"VEN;BOG;200;8000;15152480"
"VEN;BOG;300;3750;7102725"
"VEN;BOG;1170;151749;2866796583"
"VEN;BOG;1;785;147866525"
"VEN;BOG;3;14700;27695682"
"VEN;BOG;10;300;565656"
"VEN;BOG;65;29700;55990143"
"VEN;BOG;102;101622;192448695"
"VEN;BOG;159;8426;1588461094"
"VEN;BOG;200;4200;7911330"
"VEN;BOG;4;41826;78627861"
"VEN;BOG;1697;963896;1814379997"
"VEN;BOG;6;66;12442254"
"VEN;BOG;8133;38575;726617988"
"VEN;BOG;40;16828;316760175"
"VEN;BOG;2035;2665958;5018190186"
"VEN;BOG;5;2725;51371428"
"VEN;BOG;2010;1001476;1886199928"
"VEN;BOG;5;125;23545625"
"VEN;BOG;3;4560;8589444"
"VEN;BOG;14;1096;20644804"
"VEN;BOG;4;3920;73787728"
"VEN;BOG;30;768;14466432"
"VEN;BOG;95;46035;866535219"
"VEN;BOG;1600;7440;140266878"
"VEN;BOG;612;117504;2212764826"
"VEN;BOG;273;819;154229166"
"VEN;CTG;10000;115292;21753063976"
"VEN;CTG;126;1388808;2613720699"
"VEN;CTG;908;13082396;24642655225"
"VEN;MAI;4941;13404605;25216982001"
"VEN;MAI;3800;34617;651530019"
"VEN;MAI;5300;482816;908712822"
"VNM;BOG;1138;294;55340796"
"XCF;BOG;12000;23520;443217936"
"XCF;BOG;68372;205159;3858186494"
"XCF;BOG;15371;48702;916067497"
"XCF;BOG;4803;12496;234859821"
"XCF;BOG;225;1116;21018967"
"XCF;BOG;675;1756;33003669"
"XCF;BOG;34;8856;16644675"
"XCF;BOG;119;31;5826388"
"XCF;BOG;149;738;1389964"
"XCF;BOG;50;128;24083112"
"XCF;BOG;5691;174786;328728535"
"XCF;BOG;20;2204;41510577"
"XCF;BOG;6;11352;21380584"
"XCF;BOG;792;4889;9209165"
"XCF;BOG;3168;19554;36832892"
"XCF;BOG;40;2695;50764368"
"XCF;BOG;256;13475;25382184"
"XCF;BOG;902;31694;59580917"
"XCF;BOG;2;1798;3388205"
"XCF;BOG;3;954;17934055"
"XCF;BOG;6;25451;47844826"
"XCF;BOG;8000;15520;296166608"
"XCF;BOG;15000;29400;56103726"
"XCF;BOG;300;999;188728083"
"XCF;BOG;70;196212;3698969"
"ABW;BOG;525;15405;2901762825"
"ANT;BOG;44;65;12403885"
"ANT;BOG;48;118;22517822"
"ANT;BOG;43;65;12403885"
"ANT;BOG;199;33488;639048155"
"ANT;BOG;32;6816;128389584"
"BRA;BGA;69000;1863;350881146"
"ECU;IPI;95;1628;30621215"
"ECU;IPI;9458;1086;204266826"
"ECU;IPI;23626;31994;601778345"
"ECU;IPI;768;882;16589626"
"ECU;IPI;13043;1505;283076955"
"ECU;IPI;7;31031;58366518"
"ECU;IPI;15;268;50408388"
"ECU;IPI;38;57011;10723256"
"ECU;IPI;31;2584581;4929849843"
"ECU;IPI;1967;11836839;22580096116"
"ECU;IPI;45;88808;1685029056"
"ECU;IPI;985;2852594;536547258"
"SLV;BGA;751;19487;3718684723"
"USA;BGA;41;2538;47700695"
"USA;BGA;6;63;11840598"
"USA;BGA;85;4596;86379982"
"USA;BGA;17;27115;5100087465"
"USA;BGA;30;9600;18056736"
"USA;BOG;41;37584;7091274"
"USA;BOG;50;1440;27169632"
"USA;BOG;41;204;38490312"
"USA;BOG;88;2064;389431392"
"USA;BOG;41;70175;132404787"
"USA;BOG;41;35915;67763704"
"USA;BOG;41;23814;44791991"
"USA;BOG;41;31597;59517689"
"USA;BOG;41;4904;92374196"
"USA;BOG;41;17304;3259468"
"USA;BOG;51;104214;196628891"
"USA;BOG;886;1403755;2645799404"
"USA;BOG;51;206312;388619599"
"USA;BOG;92;147909;279041194"
"USA;BOG;164;135852;256102318"
"USA;BOG;41;21402;40313877"
"USA;BOG;174;290615;54794262"
"USA;BOG;41;390;7335549"
"USA;BOG;41;1662;31358284"
"USA;BOG;420;659882;1243783562"
"USA;BOG;41;2632;49577668"
"USA;BOG;8;7768;14610909"
"USA;BOG;18;3495;6583357"
"USA;BOG;37;19684;37077767"
"USA;BOG;360;5040;96177816"
"USA;BOG;28;44212;83279934"
"USA;BOG;92;159847;301021679"
"USA;BOG;92;339338;639093817"
"USA;BOG;41;38126;7181604"
"USA;BOG;41;36144;67983611"
"USA;BOG;41;65534;123443119"
"USA;BOG;420;3465;661222485"
"USA;BOG;48;28392;53542769"
"USA;BOG;152;12268;231354851"
"USA;BOG;51;32276;608673718"
"GTM;BGA;360;980665;1871393213"
"MEX;BOG;693;4851;91378287"
"MEX;BOG;2995;640384;12092143527"
"MEX;BOG;100;7914;1510220706"
"PAN;BGA;50;692;132053668"
"PAN;BGA;4530;6250;11769625"
"PAN;BGA;47;175;33395075"
"PAN;BGA;56;560;10527328"
"PAN;BGA;56;1638;307924344"
"PAN;BGA;47;560;10527328"
"PAN;BGA;2;30;565656"
"PAN;BGA;41;63;11878776"
"PAN;BGA;94;2760;51913116"
"PAN;BGA;243;3645;685591695"
"PAN;BGA;121;1815;34222188"
"PAN;BGA;90;16368;30882815"
"PAN;BGA;20;200;377356"
"PAN;BGA;20;220;4150916"
"PAN;BGA;48;516;97357848"
"PAN;BGA;41;936;176602608"
"PAN;BGA;50;3150;5943357"
"PAN;BGA;41;504;95093712"
"PAN;BGA;41;264;49810992"
"PAN;BGA;41;528;99621984"
"PAN;BGA;41;792;149432976"
"PAN;BGA;134;1146;215434248"
"PAN;BOG;2;10;187988"
"PAN;BOG;348;404748;772376561"
"PRI;BOG;34632;415584;793054791"
"GBR;BOG;41;92;17358376"
"GBR;BOG;82;10165;191651327"
"DOM;BGA;3750;198600;378986394"
"ECU;BUN;20;60;1136262"
"ECU;BUN;12;6;1136262"
"MEX;CTG;600;296452;558533355"
"MEX;CTG;981;129384;2431746403"
"VEN;MAI;29381;1392795;2625683206"
"CRI;PEI;25;9978;18826291"
"CRI;PEI;44;3168;5977319"
"CRI;PEI;6;10718;2018800308"
"CHL;PEI;19;76301;143728194"
"CHL;PEI;1;22664;42692177"
"CHL;PEI;14;324491;611243697"
"CHL;PEI;393;11078;20867629"
"CHL;PEI;3;4044;76176828"
"ECU;PEI;11605;430867;812951238"
"SLV;PEI;8792;420139;792180487"
"USA;BOG;1847;27705;522383316"
"USA;BOG;100;2500;4713800"
"USA;BOG;190;95;17902085"
"USA;PEI;2581;948;1787226"
"USA;PEI;75;7103;1340179834"
"HND;BOG;225;755;14235676"
"PAN;PEI;64738;4217641;7957760686"
"PAN;PEI;2001;1189839;2244964428"
"PAN;PEI;19;38575;72782539"
"PAN;PEI;5;1192;2249042"
"PAN;PEI;12;24217;45692151"
"PAN;PEI;60;468;88301304"
"PAN;PEI;16;22362;421232994"
"PAN;PEI;4;28077;52888645"
"PER;BOG;2368;5055;95241786"
"PER;BOG;57118;619973;1168713906"
"PER;BOG;10497;167513;315873707"
"PER;BOG;28113;230427;434054096"
"PER;BOG;4000;1680;3164616"
"PER;BOG;62;7977;15024041"
"PRI;PEI;26746;81843;154056353"
"PRI;PEI;7435;25920;488726784"
"PRI;PEI;21148;65178;122687157"
"DEU;CTG;9788344;617294;11612582143"
"DEU;SMR;557226;3428892;64555321159"
"DEU;SMR;23760;294624;5579500925"
"DEU;SMR;151;2;375976"
"AUS;CTG;1920;6000;11302200"
"BEL;CTG;153702;66960433;12633960578"
"BEL;SMR;18528783;9353126;17632140657"
"BRA;CTG;112055;1057783;19880608372"
"BRA;CTG;65150;6521515;12320250493"
"BRA;SMR;74002730;708296517;13340198260"
"BRA;SMR;73152340;1006576198;19023786854"
"CAN;SMR;31320;32400;61055532"
"CAN;SMR;180;220536;4158250387"
"KOR;SMR;47400;1394982;2636446231"
"CHL;CTG;64476;4292391;8109056305"
"CHL;CTG;338730;1422666;26790792512"
"CHL;SMR;295334;2663668;50139288231"
"CHL;SMR;57753700;343056978;65465220055"
"CHN;SMR;49925715;17914686;33768645669"
"CHN;SMR;300820;11286447;21244930646"
"CHN;SMR;22000;34320;645174816"
"CHN;SMR;23092;15298173;28971221082"
"CHN;SMR;8915;4730337;8897338167"
"ECU;IPI;21181;18568578;35001212473"
"SLV;SMR;40000;51180;964727646"
"ESP;SMR;22;6270;119649783"
"ESP;SMR;458995;7577362;14287267598"
"USA;SMR;23232;3691776;6965569121"
"USA;SMR;216504;61068;11495073912"
"USA;SMR;80106;2551872;4822910486"
"USA;SMR;357000;1983156;37491111194"
"USA;SMR;25278;278058;5244864894"
"USA;SMR;28620;346302;652959347"
"USA;SMR;22957;321024;6051206093"
"USA;SMR;23760;29040;547238472"
"HND;SMR;146;146;2752056"
"HND;SMR;12;12;2261964"
"IND;SMR;3759;827365;1578852356"
"ITA;SMR;1;188073;3542731101"
"JPN;SMR;17584;6681264;12581755489"
"MEX;CTG;43340;3766246;7101332158"
"MEX;SMR;299718;24726735;4657775072"
"NLD;CTG;6300;1078617;2027217507"
"NLD;SMR;90240;48175;906138991"
"NLD;SMR;126410;6712455;12654253041"
"NLD;SMR;10336;483968;9113794995"
"NLD;SMR;750435;8104698;15281570173"
"NLD;SMR;474649;37259947;70199975745"
"NLD;SMR;1851658;157689047;29682440073"
"PER;CTG;1609;224306;4223996008"
"GBR;SMR;23500;17280;325268352"
"GBR;SMR;23500;17280;325629504"
"GBR;SMR;96232;6289;1186595942"
"GBR;SMR;4320;18720;35252802"
"GBR;SMR;17475;12750;241455675"
"GBR;SMR;121520;2397513;4507036738"
"BRA;RCH;85062000;526425758;99058973085"
"VEN;RCH;16799641;1179335148;22182232732"
"USA;ADZ;267;9000;16952850"
"USA;ADZ;1;24575;46336654"
"USA;ADZ;779922;2633096;49647551699"
"ALB;BUN;530000;323300;608909686"
"ALB;BUN;19275;5864006;11056700593"
"DEU;BUN;19263;6794886;12804487025"
"DEU;BUN;146784;41097423;77240962631"
"DEU;BUN;57778;16648318;31359604201"
"DEU;BUN;1106825;2307453;43704544292"
"DEU;BUN;9670;385974;7254304135"
"DEU;BUN;10610;653576;12283830205"
"DEU;BUN;63063;19533314;36997268715"
"DEU;BUN;15600;21840;411103056"
"DEU;CTG;1086;57696;1086819552"
"DEU;CTG;16000;4651978;8788377278"
"DEU;CTG;2161;142565;268988791"
"ABW;BUN;26500;1331731;2511005435"
"AGO;BUN;164458;330225;6230619255"
"AGO;BUN;11101;235875;4450442325"
"AGO;BUN;2240;3150;5921622"
"AGO;BUN;559;1395;26224326"
"AGO;BUN;44;22656;42590561"
"AGO;BUN;42;382;71811416"
"AGO;BUN;191;26304;49448364"
"ATG;BUN;53000;2663462;5018122216"
"ANT;BUN;22275;5763;1087351314"
"ANT;BUN;180;428;80754184"
"ANT;BUN;2052;84675;159763097"
"ANT;BUN;63;20175;38065787"
"ANT;BUN;332;33975;641033505"
"ANT;BUN;540;1470;27735666"
"ANT;BUN;234288;53075;1001408485"
"ANT;BUN;90083;21618;4078841"
"ANT;BUN;450;1335;2518851"
"ARG;BUN;15000;6450;12169731"
"ARG;BUN;18000;38968;7379642936"
"ARG;BUN;199740;11844582;22348120426"
"ARG;BUN;12000;33000;62204010"
"ARG;CTG;100000;180700;340189434"
"ARG;CTG;137000;244573;46077075999"
"AUS;BUN;665;3000;5650950"
"AUS;BUN;3040;4600;8664790"
"AUS;BUN;665;3000;5650950"
"AUS;BUN;874;8210;154647665"
"AUS;BUN;903;2580;4859817"
"AUS;BUN;151;1350;25429275"
"AUS;BUN;400;323;60841895"
"AUS;BUN;540;1140;2147361"
"AUS;BUN;18400;10488;1977533376"
"BHS;BUN;1020;5588;105258362"
"BEL;BUN;115368;4827633;91025985742"
"BEL;BUN;48246;33209893;62617917449"
"BEL;BUN;17600;41360;779247216"
"BEL;BUN;3600;12780;240782868"
"BEL;BUN;24200;55262;10411692372"
"BEL;BUN;260000;1326988;24996472956"
"BEL;BUN;5000;7150;13490477"
"BEL;BUN;5200;5200;9811256"
"BEL;BUN;9800;11484;2166778152"
"BOL;BUN;18200;1410626;2655277745"
"BOL;BUN;360;5649;106333387"
"BOL;BUN;2080;534084;1005327677"
"BOL;BUN;4444;31104;58548303"
"BOL;BUN;34304;3311888;6234099258"
"BOL;BUN;62;53209;100157429"
"BOL;BUN;96;25248;4752532"
"BOL;BUN;16800;2012707;3788598894"
"BOL;BUN;15200;2610402;4913664101"
"BOL;BUN;3900;60450;113787453"
"BOL;BUN;135;80;1505872"
"BOL;BUN;89;195;3670563"
"BOL;BUN;400;40;752936"
"BOL;BUN;1;35;65882"
"BOL;BUN;20000;21280;400038464"
"BOL;BUN;1850;597914;1129561191"
"BOL;BUN;1;1219817;229958681"
"BOL;BUN;80;3064183;577656715"
"BOL;BUN;15;690;13018782"
"BOL;BUN;4;594;1118918"
"BOL;BUN;4;579;1090662"
"BOL;BUN;4;522;983291"
"BOL;BUN;1770432;9835261;18489110448"
"BOL;BUN;142683;413755;779369606"
"BOL;BUN;318;328243;618294927"
"BOL;BUN;1419;175171;3299608542"
"BOL;BUN;6873;5510624;10380086898"
"BOL;BUN;9565;88011;16578192015"
"BOL;BUN;23907;132969;250436474"
"BOL;BUN;64;1729304;3250884004"
"BOL;BUN;10;2920;54892496"
"BOL;BUN;4348;690979;1301403668"
"BOL;BUN;61000;546967;1030168587"
"BOL;BUN;651;1762407;331237346"
"BOL;BUN;1165;1099412;2066300878"
"BOL;BUN;6;29235;549460131"
"BOL;BUN;13000;2237478;4214625434"
"BOL;BUN;9000;769022;144856829"
"BOL;BUN;171;208181;391267862"
"BOL;BUN;2475;2125735;4002509442"
"BOL;BUN;1000;224166;421956628"
"BOL;BUN;920;574755;1082637256"
"BOL;BUN;51416;768384;144618321"
"BOL;BUN;5;134;25184764"
"BOL;BUN;1208;5695144;10727657996"
"BOL;BUN;250;5561;104749777"
"BOL;BUN;2;10;188365"
"BOL;BUN;50;100;188211"
"BOL;BUN;9180000;16570622;31621552257"
"BOL;BUN;453873;1967689;3701045917"
"BOL;BUN;6263;18964;35669577"
"BOL;BUN;396;719246;13561527179"
"BOL;BUN;22;475097;895804895"
"BOL;BUN;11227;30353;5726943334"
"BOL;BUN;16416;11646;219050779"
"BOL;BUN;2623;21045;396691937"
"BOL;BUN;11016;1551656;2922776824"
"BOL;BUN;375;900;1695285"
"BOL;BUN;11400;2880;5424912"
"BOL;BUN;16212;3092257;5824018679"
"BOL;BUN;8330;27776;5220443648"
"BOL;BUN;1910;1217439;2288152252"
"BOL;BUN;12721;4929405;9312484044"
"BOL;BUN;278;1151472;2171491956"
"BOL;BUN;70302;2869429;5409418857"
"BOL;BUN;401868;14590;275281202"
"BOL;BUN;2199;7731676;14575678278"
"BOL;BUN;2;33200;62746340"
"BOL;BUN;1300;44694;8411902434"
"BOL;BUN;562726;2206549;4148047334"
"BOL;BUN;1500;149865;282573455"
"BOL;BUN;4722;1090278;2064735768"
"BOL;BUN;16000;56320;1058748416"
"BOL;BUN;24839;6676991;12551941841"
"BOL;BUN;27255;8315682;15632484278"
"BOL;BUN;648;1512;284393592"
"BOL;BUN;4320;20952;3940882632"
"BOL;BUN;3050844;773735;14623204633"
"BOL;BUN;1032;29832;563809884"
"BOL;BUN;6336;340;642583"
"BOL;BUN;120;540;10168956"
"BOL;BUN;636;9108;171516391"
"BOL;BUN;1800;2700;5084478"
"BOL;BUN;6;6;1129884"
"BOL;BUN;2;10;188314"
"BOL;BUN;1;2;376628"
"BOL;BUN;2;10;188314"
"BOL;BUN;2;2;376628"
"BOL;BUN;431508;16790038;31627394581"
"BOL;BUN;1209371;7094404;13361742382"
"BOL;BUN;525848;179248;3375992682"
"BOL;BUN;188551;7362;1386573804"
"BOL;BUN;52185;137833;2594485692"
"BOL;BUN;10;15;282351"
"BOL;BUN;1480;4454615;8415525019"
"BOL;BUN;720;37974;717393416"
"BOL;BUN;12018;6847446;1293598956"
"BOL;BUN;4000;38240;722418608"
"BOL;BUN;750;66975;1265271608"
"BOL;BUN;1175;244305;460198076"
"BOL;BUN;1300;2132;40283025"
"BOL;BUN;54760;931451;1756362622"
"BOL;BUN;341;107128;2023416447"
"BOL;BUN;1007;930009;1751985694"
"BOL;BUN;5200;28506;536887705"
"BOL;BUN;100;1272;239571024"
"BOL;BUN;22325;3168625;5988542819"
"BOL;BUN;46104;1029917;1941589229"
"BOL;BUN;36;19311;36302363"
"BOL;BUN;60;84504;15917596"
"BOL;BUN;25;2550;48291135"
"BOL;BUN;12;483254;92218877566"
"BOL;BUN;135786;1099077;207196897"
"BOL;BUN;20000;423591;799223027"
"BOL;BUN;2127922;4379863;825012894"
"BOL;BUN;1;64500;123084705"
"BOL;BUN;135616;28059716;52777800422"
"BOL;BUN;18000;5133499;9662990508"
"BOL;BUN;39000;782145;14722628193"
"BOL;BUN;471957;3227716;6074916561"
"BOL;BUN;470;62450;1175377695"
"BOL;BUN;1896;123588;2340830873"
"BOL;BUN;1206;4221;799482726"
"BOL;BUN;828;3306;626176236"
"BOL;BUN;14481;4966542;9348720668"
"BOL;BUN;630;3633;688111998"
"BOL;BUN;56506;1348453;2540013493"
"BOL;BUN;1005;21105;397708952"
"BOL;BUN;2000;5100;9610593"
"BOL;BUN;600;1770;33354411"
"BOL;BUN;1000;4480;84422464"
"BOL;BUN;360;11952;225227074"
"BOL;BUN;400;1020;19221186"
"BOL;BUN;2400;2688;506534784"
"BOL;BUN;10000;11200;21105616"
"BOL;BUN;2650;9595;1808110585"
"BOL;BUN;858;344058;648353217"
"BOL;BUN;25000;26080;491459344"
"BOL;BUN;1361595;4840795;911202206"
"BOL;BUN;2880;2597973;4890268497"
"BOL;BUN;4;4;75346"
"BOL;BUN;13234;575984;1099144507"
"BOL;BUN;8314;31738;60565308"
"BOL;BUN;3188;993853;1896559741"
"BOL;BUN;26368;3485272;6650909705"
"BOL;BUN;8160;14688;2764443168"
"BRA;BUN;49208730;544508376;10266814331"
"BRA;BUN;72150;11332601;21329201668"
"BRA;BUN;1290;200595;3777484683"
"BRA;BUN;22770;3914088;7381343714"
"BRA;BUN;1;47761;8996500765"
"BRA;BUN;63000;29610;55776357"
"BRA;BUN;10836;550185;1037082219"
"BRA;BUN;18019;2612755;4924964792"
"BRA;CTG;43360;29283113;55506744602"
"BRA;CTG;1854720;2058934;38751402708"
"BRA;CTG;8424;757262;1423243639"
"BRA;CTG;80919;8377207;15744625468"
"BRA;CTG;4212;3231276;6073053991"
"BRA;CTG;49870;4248924;8009094273"
"BRA;CTG;6850;596274;1123958602"
"BRA;CTG;122560;38028326;71661718364"
"BRA;CTG;51353;3404704;6413270689"
"BRA;CTG;308;397979;7495616082"
"BRA;CTG;5799223;132373038;24959201061"
"CAN;BUN;843063;4571888;8613711305"
"CAN;BUN;130620;69211;13033400254"
"KOR;BUN;21099;14838252;27909416569"
"KOR;BUN;101209;91496;172383954"
"KOR;BUN;90000;3037903;5723591526"
"KOR;BUN;67231;19120053;36016443836"
"KOR;BUN;50160;5959008;1122498337"
"KOR;BUN;1000;5300;9999934"
"CRI;BUN;26865;9828;1856676276"
"CRI;BUN;246;1551;29216187"
"CRI;BUN;72;108;2034396"
"CRI;BUN;60;108;2034396"
"CRI;BUN;73;7900;14847892"
"CRI;BUN;310500;5970363;11257238844"
"CRI;BUN;490700;48466416;91384396696"
"CRI;BUN;24;3048;57581902"
"CRI;BUN;36000;29520;554822496"
"CRI;BUN;185514;1098198;20644804562"
"CRI;BUN;70500;708525;13349036115"
"CRI;BUN;175296;4203912;7912224814"
"CRI;BUN;274986;7956;1500374304"
"CRI;BUN;784512;5111611;9639680488"
"CRI;BUN;216000;407784;7715293669"
"CRI;BUN;870;60630;1145876685"
"CRI;BUN;6408;595505;11279222"
"HRV;BUN;23500;1294427;2437587261"
"CUB;BUN;20225;10976;206754912"
"CHL;BUN;36000;188640;3559907808"
"CHL;BUN;17100;25700;48403894"
"CHL;BUN;116;870;16385754"
"CHL;BUN;200;1040;19587568"
"CHL;BUN;1600;7250;13654795"
"CHL;BUN;480;31624;597431121"
"CHL;BUN;79600;19219276;36308479642"
"CHL;BUN;18630;3827443;7230690492"
"CHL;BUN;15644;5859043;11068728264"
"CHL;BUN;114;397464;749207716"
"CHL;BUN;18041;292609;5503711942"
"CHL;BUN;26000;6318;1189262412"
"CHL;BUN;8;10000;18834200"
"CHL;BUN;216000;76680;1442281788"
"CHL;BUN;15000;23000;43450910"
"CHL;BUN;100;520;9823684"
"CHL;BUN;1500;7500;14168775"
"CHL;BUN;1000;4300;8123431"
"CHL;BUN;18370;13473954;25377114443"
"CHL;BUN;696;677504;1276024584"
"CHL;BUN;1003758;5686156;10713059073"
"CHL;BUN;9088;4653932;8881051896"
"CHL;BUN;154928;3998378;7544059643"
"CHL;BUN;290;14451;271661459"
"CHL;BUN;275;8438;158624274"
"CHL;BUN;335;210;3947748"
"CHL;BUN;475;582;109409016"
"CHL;BUN;74577;1713888;3246206705"
"CHL;BUN;594;46332;870986"
"CHL;BUN;1;85;16011025"
"CHL;BUN;300798;965492;1815009101"
"CHL;BUN;10273;30109;56601307"
"CHL;BUN;1;6842;12887933"
"CHL;BUN;900;287436;540345188"
"CHL;BUN;317;2355488;4461435601"
"CHL;BUN;2;1176;22151724"
"CHL;BUN;8;560;1054844"
"CHL;BUN;1;290;5462585"
"CHL;BUN;504;24664;465355419"
"CHL;BUN;2640;80062;1504733265"
"CHL;BUN;223;13157;2492014742"
"CHL;BUN;88695;2513172;4735914677"
"CHL;BUN;78462;635156;1196672013"
"CHL;BUN;1036;282;53207196"
"CHL;BUN;9;18;3383784"
"CHL;BUN;20;8;15039"
"CHL;BUN;1;4;751952"
"CHL;BUN;40;1;187988"
"CHL;BUN;11;6049;113966789"
"CHL;BUN;4;57366;108080986"
"CHL;BUN;1;16221;30561337"
"CHL;BUN;12;133229;25101143"
"CHL;BUN;1200;2580;48632226"
"CHL;BUN;19146;6349632;11983913705"
"CHL;BUN;3111656;12022455;22691290281"
"CHL;BUN;101573;15170403;285279076"
"CHL;BUN;48160;7621512;14370556593"
"CHL;BUN;59040;73920;1392017088"
"CHL;BUN;396900;53978;10171776254"
"CHL;BUN;2062;842922;1588115623"
"CHL;BUN;21000;36650;699388285"
"CHL;BUN;11590;486726;9174639082"
"CHL;BUN;100;214098;405452369"
"CHL;BUN;485800;2242702;4224577757"
"CHL;BUN;50000;2267;42703479"
"CHL;BUN;1701000;2209824;4162026719"
"CHL;BUN;22500;21166;3998617222"
"CHL;BUN;1339926;322421;6091080806"
"CHL;BUN;2;83513;15737440259"
"CHL;BUN;18;615974;11754570245"
"CHL;BUN;1;141376;269786407"
"CHL;BUN;184320;63600;119939424"
"CHL;BUN;576576;3050666;5744037997"
"CHL;BUN;1687;96;18078144"
"CHL;BUN;4;132;24857448"
"CHL;BUN;11100;6635;1250677595"
"CHL;BUN;52;705;13276137"
"CHL;BUN;14442;91732;172790982"
"CHL;BUN;864;1512;288533448"
"CHL;BUN;24192;36288;692480275"
"CHL;BUN;2268;18985;358807008"
"CHL;BUN;634;159346;29948762"
"CHL;BUN;186;19;357601"
"CHL;BUN;2055696;39996;7528607064"
"CHL;BUN;554680;75570;1442094753"
"CHL;BUN;20;12457;23448309"
"CHL;BUN;320;171567;322947427"
"CHL;BUN;288;273684;515166341"
"CHL;BUN;2;179072;33656224256"
"CHL;BUN;59940;26973;5069467458"
"CHL;BUN;15600;2607637;4911275679"
"CHL;BUN;382;147842;27844858"
"CHL;BUN;20000;155500;293765935"
"CHL;BUN;152;3880851;7295534178"
"CHL;BUN;545;1167957;21956190052"
"CHL;BUN;3056;1742256;3275232209"
"CHL;BUN;112834;1233757;2331739042"
"CHL;BUN;12408;269122;508627124"
"CHL;BUN;244284;134364;2531014668"
"CHL;BUN;9072;36720;69169464"
"CHL;BUN;360432;290208;5466648096"
"CHL;BUN;20810;504226;94952815"
"CHL;BUN;49824;2690496;5070051377"
"CHL;BUN;19628;2561972;4822502374"
"CHL;BUN;5031;7228125;1372873622"
"CHL;BUN;3400;26282;4950622071"
"CHL;BUN;619;15988718;30225965171"
"CHL;BUN;56640;70794;13331501316"
"CHL;BUN;1416;6348978;11969029836"
"CHL;BUN;11200;11776;2216372736"
"CHL;BUN;51;25;4734425"
"CHL;BUN;13728;1933032;3633094983"
"CHL;BUN;30984;1022472;1925979383"
"CHL;BUN;1;266720;5023457824"
"CHL;BUN;2000;2145;404042925"
"CHL;BUN;74900;823728;15490268843"
"CHL;BUN;500;8000;15067360"
"CHL;BUN;30960;188856;3559878943"
"CHL;BUN;2064792;9217605;1737693677"
"CHL;BUN;60;250;4711075"
"CHL;BUN;12214;2350844;4430000959"
"CHL;BUN;36;864;16281475"
"CHL;BUN;48;216000;407272320"
"CHL;BUN;15;14422;271850373"
"CHL;BUN;259;4454685;8396947584"
"CHL;BUN;9708;1070348;2014512674"
"CHL;BUN;17;74008;139405169"
"CHL;BUN;60;231426;435925585"
"CHL;BUN;56;235649;443880239"
"CHL;BUN;88;394123;742389789"
